	fuzzy	strategy	similarity_metric	n_components	model	accuracy	precision	recall	f1_score
15	False	baseline_tok	cos	0	baseline_tok_cos	0.451	0.4500256278831369	0.9723145071982281	0.6152768044849334
16	True	intersection+mean	wasserstein-2	0	intersection+mean_wasserstein-2	0.473	0.4587657018022938	0.9302325581395349	0.6144842721287491
17	True	intersection+intersection	quantum	0	intersection+intersection_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
18	True	intersection+intersection	quantum	1	intersection+intersection_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
19	True	intersection+intersection	quantum	2	intersection+intersection_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
20	True	intersection+intersection	quantum	3	intersection+intersection_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
21	True	intersection+intersection	quantum	4	intersection+intersection_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
22	True	intersection+union	quantum	0	intersection+union_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
23	True	intersection+union	quantum	1	intersection+union_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
24	True	intersection+union	quantum	2	intersection+union_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
25	True	intersection+union	quantum	3	intersection+union_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
26	True	intersection+union	quantum	4	intersection+union_quantum	0.4525	0.4503105590062112	0.9634551495016611	0.6137566137566137
27	True	selective_intersection+intersection+mean	wasserstein-2	1	selective_intersection+intersection+mean_wasserstein-2	0.513	0.4780185758513932	0.8549280177187154	0.6131850675138999
28	True	selective_intersection+mean	wasserstein-2	1	selective_intersection+mean_wasserstein-2	0.513	0.4780185758513932	0.8549280177187154	0.6131850675138999
29	True	intersection+mean	wasserstein-2	1	intersection+mean_wasserstein-2	0.4745	0.459070796460177	0.9191583610188261	0.6123201770564367
30	True	intersection+mean	wasserstein-2	2	intersection+mean_wasserstein-2	0.4785	0.4607182940516274	0.9091915836101883	0.6115456238361267
31	True	selective_intersection+intersection+mean	wasserstein-2	0	selective_intersection+intersection+mean_wasserstein-2	0.5	0.4709058188362327	0.8693244739756367	0.6108949416342413
32	True	selective_intersection+mean	wasserstein-2	0	selective_intersection+mean_wasserstein-2	0.5	0.4709058188362327	0.8693244739756367	0.6108949416342413
33	True	intersection+mean	wasserstein-2	4	intersection+mean_wasserstein-2	0.4795	0.46097285067873306	0.902547065337763	0.6102583302134033
34	True	intersection+mean	wasserstein-2	3	intersection+mean_wasserstein-2	0.476	0.45901639344262296	0.8992248062015504	0.6077844311377245
35	True	selective_intersection+intersection+mean	wasserstein-2	3	selective_intersection+intersection+mean_wasserstein-2	0.522	0.48266841072596467	0.8172757475083057	0.6069078947368421
36	True	selective_intersection+mean	wasserstein-2	3	selective_intersection+mean_wasserstein-2	0.522	0.48266841072596467	0.8172757475083057	0.6069078947368421
37	True	selective_intersection+intersection+mean	wasserstein-2	2	selective_intersection+intersection+mean_wasserstein-2	0.514	0.4779834077855775	0.8294573643410853	0.6064777327935222
38	True	selective_intersection+mean	wasserstein-2	2	selective_intersection+mean_wasserstein-2	0.514	0.4779834077855775	0.8294573643410853	0.6064777327935222
39	True	selective_intersection+intersection+mean	wasserstein-2	4	selective_intersection+intersection+mean_wasserstein-2	0.5255	0.48458445040214476	0.8006644518272426	0.6037578288100208
40	True	selective_intersection+mean	wasserstein-2	4	selective_intersection+mean_wasserstein-2	0.5255	0.48458445040214476	0.8006644518272426	0.6037578288100208
41	True	selective_intersection+intersection+mean	quantum	0	selective_intersection+intersection+mean_quantum	0.4545	0.4490238611713666	0.9169435215946844	0.6028394612304332
42	True	selective_intersection+mean	quantum	0	selective_intersection+mean_quantum	0.4545	0.4490238611713666	0.9169435215946844	0.6028394612304332
43	True	mean	quantum	0	mean_quantum	0.488	0.4632665452337584	0.8449612403100775	0.5984313725490196
44	True	mean	wasserstein-2	0	mean_wasserstein-2	0.4625	0.4513574660633484	0.8837209302325582	0.5975290153500562
45	True	mean	quantum	1	mean_quantum	0.499	0.4685714285714286	0.8172757475083057	0.5956416464891041
46	True	selective_intersection+intersection+mean	quantum	1	selective_intersection+intersection+mean_quantum	0.4615	0.4502857142857143	0.8726467331118494	0.5940444779494911
47	True	selective_intersection+mean	quantum	1	selective_intersection+mean_quantum	0.4615	0.4502857142857143	0.8726467331118494	0.5940444779494911
48	True	baseline_tok	quantum	3	baseline_tok_quantum	0.4995	0.4685494223363286	0.8084163898117387	0.5932547744819179
49	True	selective_intersection+union	quantum	0	selective_intersection+union_quantum	0.4855	0.4605263157894737	0.813953488372093	0.5882352941176471
50	True	selective_intersection+union	quantum	1	selective_intersection+union_quantum	0.4855	0.4605263157894737	0.813953488372093	0.5882352941176471
51	True	selective_intersection+union	quantum	2	selective_intersection+union_quantum	0.4855	0.4605263157894737	0.813953488372093	0.5882352941176471
52	True	selective_intersection+union	quantum	3	selective_intersection+union_quantum	0.4855	0.4605263157894737	0.813953488372093	0.5882352941176471
53	True	selective_intersection+union	quantum	4	selective_intersection+union_quantum	0.4855	0.4605263157894737	0.813953488372093	0.5882352941176471
54	True	baseline_tok	quantum	4	baseline_tok_quantum	0.4965	0.46618985695708715	0.7940199335548173	0.5874641540352314
55	True	selective_intersection+intersection+mean	quantum	3	selective_intersection+intersection+mean_quantum	0.4635	0.4498820754716981	0.8449612403100775	0.587148903424394
56	True	selective_intersection+mean	quantum	3	selective_intersection+mean_quantum	0.4635	0.4498820754716981	0.8449612403100775	0.587148903424394
57	True	mean	quantum	2	mean_quantum	0.497	0.4662295081967213	0.7873754152823921	0.585667215815486
58	True	selective_intersection+intersection+mean	quantum	2	selective_intersection+intersection+mean_quantum	0.459	0.44756883421206795	0.8460686600221484	0.5854406130268199
59	True	selective_intersection+mean	quantum	2	selective_intersection+mean_quantum	0.459	0.44756883421206795	0.8460686600221484	0.5854406130268199
60	True	baseline_tok	quantum	2	baseline_tok_quantum	0.4885	0.46153846153846156	0.7973421926910299	0.584652862362972
61	True	baseline_tok	quantum	0	baseline_tok_quantum	0.4625	0.4488095238095238	0.8349944629014396	0.5838172667440961
62	True	mean	quantum	3	mean_quantum	0.4965	0.46556291390728477	0.778516057585825	0.5826771653543307
63	True	selective_intersection+intersection+mean	quantum	4	selective_intersection+intersection+mean_quantum	0.462	0.4483582089552239	0.831672203765227	0.582622187742436
64	True	selective_intersection+mean	quantum	4	selective_intersection+mean_quantum	0.462	0.4483582089552239	0.831672203765227	0.582622187742436
65	True	mean	wasserstein-2	4	mean_wasserstein-2	0.491	0.4623444662737394	0.7818383167220376	0.5810699588477366
66	True	mean	wasserstein-2	3	mean_wasserstein-2	0.487	0.46014257939079717	0.7862679955703211	0.580539656582175
67	True	mean	wasserstein-2	1	mean_wasserstein-2	0.466	0.4497869750456482	0.8183831672203765	0.5805184603299293
68	True	selective_intersection+intersection+mean	cos	0	selective_intersection+intersection+mean_cos	0.4725	0.45285359801488834	0.8084163898117387	0.5805168986083499
69	True	selective_intersection+mean	cos	0	selective_intersection+mean_cos	0.4725	0.45285359801488834	0.8084163898117387	0.5805168986083499
70	True	mean	quantum	4	mean_quantum	0.4965	0.4650537634408602	0.7663344407530454	0.5788373065662903
71	True	baseline_sent	quantum	0	baseline_sent_quantum	0.4755	0.45391414141414144	0.7962347729789591	0.5782066747084841
72	True	mean	wasserstein-2	2	mean_wasserstein-2	0.472	0.4521575984990619	0.8006644518272426	0.5779376498800959
73	True	selective_intersection+union	cos	1	selective_intersection+union_cos	0.5075	0.47124824684431976	0.7441860465116279	0.5770717045942465
74	True	selective_intersection+union	cos	0	selective_intersection+union_cos	0.462	0.4471594379963348	0.8106312292358804	0.5763779527559055
75	True	baseline_tok	quantum	1	baseline_tok_quantum	0.4705	0.45112781954887216	0.7973421926910299	0.5762304921968787
76	True	baseline_sent	quantum	1	baseline_sent_quantum	0.4905	0.4612299465240642	0.7641196013289037	0.5752396832013339
77	True	baseline_sent	quantum	2	baseline_sent_quantum	0.5045	0.4689265536723164	0.7353266888150609	0.5726606295817163
78	False	baseline_tok	cos	1	baseline_tok_cos	0.4925	0.46174863387978143	0.7486157253599114	0.5711871567384875
79	True	baseline_sent	quantum	3	baseline_sent_quantum	0.5055	0.46924177396280403	0.7264673311184939	0.570186875271621
80	True	baseline_sent	cos	2	baseline_sent_cos	0.5255	0.48225308641975306	0.6921373200442967	0.5684402000909504
81	True	baseline_sent	quantum	4	baseline_sent_quantum	0.5125	0.47345132743362833	0.7109634551495017	0.5683930942895087
82	False	baseline_tok	cos	2	baseline_tok_cos	0.521	0.4789915966386555	0.6943521594684385	0.5669077757685352
83	False	baseline_tok	cos	3	baseline_tok_cos	0.5335	0.488	0.6755260243632336	0.566651184393869
84	True	intersection+mean	quantum	0	intersection+mean_quantum	0.4765	0.4523809523809524	0.7574750830564784	0.5664596273291925
85	False	baseline_sent	cos	3	baseline_sent_cos	0.5655	0.5154545454545455	0.627906976744186	0.5661507738392412
86	False	baseline_sent	cos	4	baseline_sent_cos	0.568	0.5182413470533208	0.6135105204872646	0.5618661257606491
87	True	mean	cos	0	mean_cos	0.49	0.4589473684210526	0.7242524916943521	0.5618556701030928
88	False	baseline_tok	cos	4	baseline_tok_cos	0.5315	0.4862236628849271	0.6644518272425249	0.5615348619560131
89	True	baseline_sent	cos	0	baseline_sent_cos	0.4845	0.45561719833564496	0.7275747508305648	0.5603411513859275
90	False	baseline_sent	cos	2	baseline_sent_cos	0.553	0.504	0.627906976744186	0.5591715976331361
91	True	baseline_sent	cos	1	baseline_sent_cos	0.5055	0.46781437125748504	0.6921373200442967	0.5582849486377848
92	True	selective_intersection+intersection+mean	cos	1	selective_intersection+intersection+mean_cos	0.502	0.4650638617580766	0.6854928017718716	0.5541629364368845
93	True	selective_intersection+mean	cos	1	selective_intersection+mean_cos	0.502	0.4650638617580766	0.6854928017718716	0.5541629364368845
94	True	baseline_tok	cos	0	baseline_tok_cos	0.4795	0.4515449438202247	0.7120708748615725	0.5526428878384185
95	True	baseline_sent	cos	3	baseline_sent_cos	0.5235	0.4795751633986928	0.6500553709856035	0.5519511048425012
96	True	baseline_tok	cos	3	baseline_tok_cos	0.5115	0.47095761381475665	0.6644518272425249	0.5512172714745062
97	True	baseline_tok	cos	4	baseline_tok_cos	0.5075	0.46801872074882994	0.6644518272425249	0.5491990846681922
98	True	baseline_tok	cos	2	baseline_tok_cos	0.5005	0.46319018404907975	0.6688815060908084	0.5473493429995469
99	True	mean	cos	1	mean_cos	0.487	0.4544781643227239	0.6799557032115172	0.5448092280390417
100	True	mean	cos	2	mean_cos	0.4995	0.46213292117465227	0.6622369878183831	0.5443786982248521
101	False	baseline_sent	cos	1	baseline_sent_cos	0.532	0.48566463944396177	0.6190476190476191	0.5443037974683544
102	True	baseline_tok	cos	1	baseline_tok_cos	0.4755	0.44778254649499283	0.6932447397563677	0.5441112559756628
103	True	baseline_sent	cos	4	baseline_sent_cos	0.5235	0.47888513513513514	0.627906976744186	0.5433636799233349
104	True	baseline_tok	wasserstein-2	0	baseline_tok_wasserstein-2	0.4815	0.4488549618320611	0.6511627906976745	0.5314053321283326
105	True	mean	cos	3	mean_cos	0.488	0.45217391304347826	0.6334440753045404	0.5276752767527675
106	True	intersection+mean	quantum	1	intersection+mean_quantum	0.485	0.45011783189316573	0.6345514950166113	0.5266544117647058
107	True	intersection+intersection	cos	1	intersection+intersection_cos	0.494	0.45565500406834825	0.6201550387596899	0.525328330206379
108	True	intersection+union	cos	1	intersection+union_cos	0.494	0.45565500406834825	0.6201550387596899	0.525328330206379
109	True	baseline_tok	wasserstein-2	3	baseline_tok_wasserstein-2	0.4985	0.4584717607973422	0.6112956810631229	0.5239677266255339
110	True	baseline_sent	wasserstein-2	0	baseline_sent_wasserstein-2	0.4725	0.4418960244648318	0.6400885935769657	0.5228403437358661
111	False	baseline_sent	cos	0	baseline_sent_cos	0.5105	0.4668411867364747	0.592469545957918	0.5222059541239629
112	True	selective_intersection+union	cos	2	selective_intersection+union_cos	0.4965	0.45652173913043476	0.6046511627906976	0.5202477370176274
113	True	baseline_tok	wasserstein-2	1	baseline_tok_wasserstein-2	0.4745	0.44191522762951335	0.6234772978959026	0.5172255397335783
114	True	mean	cos	4	mean_cos	0.48	0.44524380495603516	0.6168327796234773	0.5171773444753947
115	True	intersection+mean	quantum	2	intersection+mean_quantum	0.5005	0.4581151832460733	0.5813953488372093	0.5124450951683748
116	True	intersection+intersection	cos	2	intersection+intersection_cos	0.491	0.45098039215686275	0.5858250276854928	0.5096339113680154
117	True	intersection+union	cos	2	intersection+union_cos	0.491	0.45098039215686275	0.5858250276854928	0.5096339113680154
118	True	baseline_tok	wasserstein-2	4	baseline_tok_wasserstein-2	0.5035	0.4590909090909091	0.5592469545957918	0.5042436345481778
119	True	baseline_sent	wasserstein-2	1	baseline_sent_wasserstein-2	0.4655	0.43306451612903224	0.5946843853820598	0.5011665888940737
120	True	intersection+mean	quantum	4	intersection+mean_quantum	0.528	0.4792719919110212	0.5249169435215947	0.5010570824524313
121	True	intersection+intersection	cos	4	intersection+intersection_cos	0.494	0.4513826940231936	0.5603543743078627	0.5
122	True	intersection+union	cos	4	intersection+union_cos	0.494	0.4513826940231936	0.5603543743078627	0.5
123	True	baseline_tok	wasserstein-2	2	baseline_tok_wasserstein-2	0.4865	0.44608695652173913	0.5681063122923588	0.4997564539698003
124	True	baseline_sent	wasserstein-2	4	baseline_sent_wasserstein-2	0.4885	0.4470899470899471	0.5614617940199336	0.49779086892488955
125	True	selective_intersection+intersection+mean	cos	4	selective_intersection+intersection+mean_cos	0.517	0.46890424481737414	0.5260243632336655	0.49582463465553234
126	True	selective_intersection+mean	cos	4	selective_intersection+mean_cos	0.517	0.46890424481737414	0.5260243632336655	0.49582463465553234
127	True	intersection+mean	quantum	3	intersection+mean_quantum	0.512	0.46459747817652763	0.530454042081949	0.4953464322647363
128	True	intersection+mean	cos	2	intersection+mean_cos	0.4945	0.45072992700729925	0.5470653377630121	0.4942471235617809
129	True	baseline_sent	wasserstein-2	2	baseline_sent_wasserstein-2	0.4715	0.4347457627118644	0.5681063122923588	0.4925588094095055
130	True	baseline_sent	wasserstein-2	3	baseline_sent_wasserstein-2	0.4735	0.4357876712328767	0.5636766334440753	0.4915499758570739
131	True	selective_intersection+union	cos	4	selective_intersection+union_cos	0.51	0.4622918707149853	0.5227021040974529	0.49064449064449067
132	True	intersection+intersection	cos	3	intersection+intersection_cos	0.478	0.437555358724535	0.5470653377630121	0.4862204724409449
133	True	intersection+union	cos	3	intersection+union_cos	0.478	0.437555358724535	0.5470653377630121	0.4862204724409449
134	True	selective_intersection+intersection+mean	cos	2	selective_intersection+intersection+mean_cos	0.5005	0.45321637426900585	0.5149501661129569	0.4821150855365474
135	True	selective_intersection+mean	cos	2	selective_intersection+mean_cos	0.5005	0.45321637426900585	0.5149501661129569	0.4821150855365474
136	True	selective_intersection+union	cos	3	selective_intersection+union_cos	0.508	0.4588832487309645	0.5005537098560354	0.4788135593220339
137	True	selective_intersection+intersection+mean	cos	3	selective_intersection+intersection+mean_cos	0.5125	0.4613733905579399	0.47619047619047616	0.46866485013623976
138	True	selective_intersection+mean	cos	3	selective_intersection+mean_cos	0.5125	0.4613733905579399	0.47619047619047616	0.46866485013623976
139	True	intersection+mean	cos	4	intersection+mean_cos	0.4835	0.43664717348927873	0.49612403100775193	0.4644893727319855
140	True	intersection+mean	cos	3	intersection+mean_cos	0.4805	0.43320235756385067	0.4883720930232558	0.459135866736075
141	True	intersection+mean	cos	1	intersection+mean_cos	0.488	0.43209876543209874	0.4263565891472868	0.42920847268673357
142	True	selective_intersection+intersection+mean	wasserstein-1	3	selective_intersection+intersection+mean_wasserstein-1	0.4595	0.40176600441501104	0.40310077519379844	0.40243228302929795
143	True	selective_intersection+mean	wasserstein-1	3	selective_intersection+mean_wasserstein-1	0.4595	0.40176600441501104	0.40310077519379844	0.40243228302929795
144	True	selective_intersection+intersection+mean	wasserstein-1	2	selective_intersection+intersection+mean_wasserstein-1	0.4655	0.4037122969837587	0.3853820598006645	0.3943342776203966
145	True	selective_intersection+mean	wasserstein-1	2	selective_intersection+mean_wasserstein-1	0.4655	0.4037122969837587	0.3853820598006645	0.3943342776203966
146	True	mean	wasserstein-1	3	mean_wasserstein-1	0.4665	0.40420560747663553	0.3831672203765227	0.39340534394542354
147	True	selective_intersection+intersection+mean	wasserstein-1	0	selective_intersection+intersection+mean_wasserstein-1	0.4635	0.39928909952606634	0.37320044296788485	0.38580423583285633
148	True	selective_intersection+intersection+mean	wasserstein-1	1	selective_intersection+intersection+mean_wasserstein-1	0.4635	0.39928909952606634	0.37320044296788485	0.38580423583285633
149	True	selective_intersection+mean	wasserstein-1	0	selective_intersection+mean_wasserstein-1	0.4635	0.39928909952606634	0.37320044296788485	0.38580423583285633
150	True	selective_intersection+mean	wasserstein-1	1	selective_intersection+mean_wasserstein-1	0.4635	0.39928909952606634	0.37320044296788485	0.38580423583285633
151	True	baseline_tok	wasserstein-1	4	baseline_tok_wasserstein-1	0.465	0.4	0.3698781838316722	0.38434982738780205
152	True	baseline_tok	wasserstein-1	3	baseline_tok_wasserstein-1	0.4625	0.3976190476190476	0.3698781838316722	0.3832472748135399
153	True	mean	wasserstein-1	4	mean_wasserstein-1	0.465	0.39951865222623345	0.36766334440753046	0.3829296424452134
154	True	mean	wasserstein-1	1	mean_wasserstein-1	0.464	0.39806996381182147	0.3654485049833887	0.3810623556581986
155	True	selective_intersection+intersection+mean	wasserstein-1	4	selective_intersection+intersection+mean_wasserstein-1	0.4635	0.39684466019417475	0.36212624584717606	0.37869137232194555
156	True	selective_intersection+mean	wasserstein-1	4	selective_intersection+mean_wasserstein-1	0.4635	0.39684466019417475	0.36212624584717606	0.37869137232194555
157	True	baseline_tok	wasserstein-1	0	baseline_tok_wasserstein-1	0.4635	0.39659367396593675	0.3610188261351052	0.3779710144927536
158	True	baseline_tok	wasserstein-1	2	baseline_tok_wasserstein-1	0.4645	0.3973105134474328	0.3599114064230343	0.3776873910517141
159	True	baseline_tok	wasserstein-1	1	baseline_tok_wasserstein-1	0.4665	0.3987654320987654	0.3576965669988926	0.37711617046117923
160	True	baseline_sent	wasserstein-1	4	baseline_sent_wasserstein-1	0.471	0.40152477763659467	0.34994462901439644	0.3739644970414201
161	True	baseline_sent	wasserstein-1	3	baseline_sent_wasserstein-1	0.472	0.4020486555697823	0.3477297895902547	0.37292161520190026
162	True	intersection+mean	wasserstein-1	0	intersection+mean_wasserstein-1	0.474	0.4036222509702458	0.34551495016611294	0.3723150357995227
163	True	mean	wasserstein-1	2	mean_wasserstein-1	0.4715	0.4012820512820513	0.34662236987818384	0.3719548425430778
164	True	selective_intersection+union	wasserstein-1	1	selective_intersection+union_wasserstein-1	0.4725	0.4005235602094241	0.3388704318936877	0.367126574685063
165	True	selective_intersection+union	wasserstein-1	2	selective_intersection+union_wasserstein-1	0.4725	0.4005235602094241	0.3388704318936877	0.367126574685063
166	True	selective_intersection+union	wasserstein-1	3	selective_intersection+union_wasserstein-1	0.4725	0.4005235602094241	0.3388704318936877	0.367126574685063
167	True	selective_intersection+union	wasserstein-1	4	selective_intersection+union_wasserstein-1	0.4725	0.4005235602094241	0.3388704318936877	0.367126574685063
168	True	selective_intersection+union	wasserstein-1	0	selective_intersection+union_wasserstein-1	0.4725	0.4	0.33665559246954596	0.3656043295249549
169	True	intersection+mean	wasserstein-1	4	intersection+mean_wasserstein-1	0.473	0.4	0.3344407530454042	0.36429433051869725
170	True	baseline_sent	wasserstein-1	0	baseline_sent_wasserstein-1	0.474	0.4002677376171352	0.33111849390919157	0.3624242424242424
171	True	intersection+mean	wasserstein-1	1	intersection+mean_wasserstein-1	0.473	0.3991989319092123	0.33111849390919157	0.3619854721549637
172	True	intersection+mean	wasserstein-1	3	intersection+mean_wasserstein-1	0.473	0.3991989319092123	0.33111849390919157	0.3619854721549637
173	True	baseline_sent	wasserstein-1	1	baseline_sent_wasserstein-1	0.474	0.4	0.3300110741971207	0.3616504854368932
174	True	baseline_sent	wasserstein-1	2	baseline_sent_wasserstein-1	0.4735	0.39946380697050937	0.3300110741971207	0.36143117040630685
175	True	intersection+mean	wasserstein-1	2	intersection+mean_wasserstein-1	0.4735	0.39946380697050937	0.3300110741971207	0.36143117040630685
176	True	mean	wasserstein-1	0	mean_wasserstein-1	0.475	0.4008097165991903	0.3289036544850498	0.3613138686131387
177	True	intersection+intersection	wasserstein-1	2	intersection+intersection_wasserstein-1	0.4835	0.4074074074074074	0.3167220376522702	0.356386292834891
178	True	intersection+union	wasserstein-1	2	intersection+union_wasserstein-1	0.4835	0.4074074074074074	0.3167220376522702	0.356386292834891
179	True	intersection+intersection	wasserstein-1	1	intersection+intersection_wasserstein-1	0.4845	0.40804597701149425	0.31450719822812845	0.35522201375859913
180	True	intersection+intersection	wasserstein-1	3	intersection+intersection_wasserstein-1	0.4845	0.40804597701149425	0.31450719822812845	0.35522201375859913
181	True	intersection+intersection	wasserstein-1	4	intersection+intersection_wasserstein-1	0.4845	0.40804597701149425	0.31450719822812845	0.35522201375859913
182	True	intersection+union	wasserstein-1	1	intersection+union_wasserstein-1	0.4845	0.40804597701149425	0.31450719822812845	0.35522201375859913
183	True	intersection+union	wasserstein-1	3	intersection+union_wasserstein-1	0.4845	0.40804597701149425	0.31450719822812845	0.35522201375859913
184	True	intersection+union	wasserstein-1	4	intersection+union_wasserstein-1	0.4845	0.40804597701149425	0.31450719822812845	0.35522201375859913
185	True	intersection+intersection	wasserstein-1	0	intersection+intersection_wasserstein-1	0.485	0.40756914119359533	0.31007751937984496	0.3522012578616352
186	True	intersection+union	wasserstein-1	0	intersection+union_wasserstein-1	0.485	0.40756914119359533	0.31007751937984496	0.3522012578616352
187	True	intersection+mean	cos	0	intersection+mean_cos	0.4945	0.4035714285714286	0.2502768549280177	0.3089542036910458
188	True	intersection+intersection	cos	0	intersection+intersection_cos	0.5025	0.4141791044776119	0.24584717607973422	0.3085476025017373
189	True	intersection+union	cos	0	intersection+union_cos	0.5025	0.4141791044776119	0.24584717607973422	0.3085476025017373
