	fuzzy	strategy	similarity_metric	n_components	model	accuracy	precision	recall	f1_score
0	False	baseline_tok	cos	0	baseline_tok_cos	0.5024897480960749	0.5012904205252771	0.9671939074399531	0.6603339666033397
1	True	intersection+intersection	wasserstein-2	23	intersection+intersection_wasserstein-2	0.5045401288810779	0.5023791250959324	0.9586994727592267	0.6592808943498841
2	True	intersection+union	wasserstein-2	23	intersection+union_wasserstein-2	0.5045401288810779	0.5023791250959324	0.9586994727592267	0.6592808943498841
3	True	intersection+intersection	wasserstein-2	29	intersection+intersection_wasserstein-2	0.5043936731107206	0.5023020257826888	0.9586994727592267	0.659214501510574
4	True	intersection+intersection	wasserstein-2	37	intersection+intersection_wasserstein-2	0.5043936731107206	0.5023020257826888	0.9586994727592267	0.659214501510574
5	True	intersection+union	wasserstein-2	29	intersection+union_wasserstein-2	0.5043936731107206	0.5023020257826888	0.9586994727592267	0.659214501510574
6	True	intersection+union	wasserstein-2	37	intersection+union_wasserstein-2	0.5043936731107206	0.5023020257826888	0.9586994727592267	0.659214501510574
7	True	intersection+intersection	wasserstein-2	44	intersection+intersection_wasserstein-2	0.5042472173403633	0.5022249501304281	0.9586994727592267	0.6591481220420904
8	True	intersection+union	wasserstein-2	44	intersection+union_wasserstein-2	0.5042472173403633	0.5022249501304281	0.9586994727592267	0.6591481220420904
9	True	intersection+intersection	wasserstein-2	36	intersection+intersection_wasserstein-2	0.5043936731107206	0.5023027325759902	0.958406561218512	0.6591458501208702
10	True	intersection+union	wasserstein-2	36	intersection+union_wasserstein-2	0.5043936731107206	0.5023027325759902	0.958406561218512	0.6591458501208702
11	True	intersection+intersection	wasserstein-2	45	intersection+intersection_wasserstein-2	0.5041007615700058	0.5021485573971762	0.958406561218512	0.6590130916414905
12	True	intersection+union	wasserstein-2	45	intersection+union_wasserstein-2	0.5041007615700058	0.5021485573971762	0.958406561218512	0.6590130916414905
13	True	intersection+intersection	wasserstein-2	22	intersection+intersection_wasserstein-2	0.5043936731107206	0.5023041474654378	0.9578207381370826	0.6590084643288996
14	True	intersection+union	wasserstein-2	22	intersection+union_wasserstein-2	0.5043936731107206	0.5023041474654378	0.9578207381370826	0.6590084643288996
15	True	intersection+intersection	wasserstein-2	30	intersection+intersection_wasserstein-2	0.5041007615700058	0.5021492170709242	0.9581136496777973	0.6589443996776793
16	True	intersection+union	wasserstein-2	30	intersection+union_wasserstein-2	0.5041007615700058	0.5021492170709242	0.9581136496777973	0.6589443996776793
17	True	intersection+intersection	wasserstein-2	24	intersection+intersection_wasserstein-2	0.5042472173403633	0.5022270004607587	0.9578207381370826	0.6589420654911838
18	True	intersection+union	wasserstein-2	24	intersection+union_wasserstein-2	0.5042472173403633	0.5022270004607587	0.9578207381370826	0.6589420654911838
19	True	intersection+intersection	wasserstein-2	31	intersection+intersection_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
20	True	intersection+intersection	wasserstein-2	32	intersection+intersection_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
21	True	intersection+intersection	wasserstein-2	43	intersection+intersection_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
22	True	intersection+intersection	wasserstein-2	51	intersection+intersection_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
23	True	intersection+union	wasserstein-2	31	intersection+union_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
24	True	intersection+union	wasserstein-2	32	intersection+union_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
25	True	intersection+union	wasserstein-2	43	intersection+union_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
26	True	intersection+union	wasserstein-2	51	intersection+union_wasserstein-2	0.5039543057996485	0.5020721412125864	0.9581136496777973	0.6588780340416961
27	True	intersection+intersection	wasserstein-2	49	intersection+intersection_wasserstein-2	0.5038078500292912	0.5019950890116636	0.9581136496777973	0.6588116817724069
28	True	intersection+union	wasserstein-2	49	intersection+union_wasserstein-2	0.5038078500292912	0.5019950890116636	0.9581136496777973	0.6588116817724069
29	True	intersection+intersection	wasserstein-2	33	intersection+intersection_wasserstein-2	0.5039543057996485	0.5020727775218793	0.9578207381370826	0.6588093079480205
30	True	intersection+intersection	wasserstein-2	35	intersection+intersection_wasserstein-2	0.5039543057996485	0.5020727775218793	0.9578207381370826	0.6588093079480205
31	True	intersection+intersection	wasserstein-2	53	intersection+intersection_wasserstein-2	0.5039543057996485	0.5020727775218793	0.9578207381370826	0.6588093079480205
32	True	intersection+union	wasserstein-2	33	intersection+union_wasserstein-2	0.5039543057996485	0.5020727775218793	0.9578207381370826	0.6588093079480205
33	True	intersection+union	wasserstein-2	35	intersection+union_wasserstein-2	0.5039543057996485	0.5020727775218793	0.9578207381370826	0.6588093079480205
34	True	intersection+union	wasserstein-2	53	intersection+union_wasserstein-2	0.5039543057996485	0.5020727775218793	0.9578207381370826	0.6588093079480205
35	True	intersection+intersection	wasserstein-2	59	intersection+intersection_wasserstein-2	0.5035149384885764	0.501840490797546	0.958406561218512	0.6587477350513389
36	True	intersection+union	wasserstein-2	59	intersection+union_wasserstein-2	0.5035149384885764	0.501840490797546	0.958406561218512	0.6587477350513389
37	True	intersection+intersection	wasserstein-2	54	intersection+intersection_wasserstein-2	0.5036613942589337	0.5019180604572656	0.9581136496777973	0.6587453428657738
38	True	intersection+union	wasserstein-2	54	intersection+union_wasserstein-2	0.5036613942589337	0.5019180604572656	0.9581136496777973	0.6587453428657738
